,at_air_won,at_air_won_perc,at_att_combination,at_contr_att,at_corner,at_cross,at_drible,at_drible_suc,at_fouls,at_goals,at_id,at_key_passes,at_name,at_otbor,at_otbor_perc,at_own_goal,at_pass_long,at_pass_short,at_pass_vrazrez,at_passes_acc,at_passes_in_row_avg,at_penalty,at_possession,at_shot_blocked,at_shot_in_target,at_shot_miss,at_stand_pol,at_steal,at_touches,at_vinos,at_wc_rating_avg,ht_air_won,ht_air_won_perc,ht_att_combination,ht_contr_att,ht_corner,ht_cross,ht_drible,ht_drible_suc,ht_fouls,ht_goals,ht_id,ht_key_passes,ht_name,ht_otbor,ht_otbor_perc,ht_own_goal,ht_pass_long,ht_pass_short,ht_pass_vrazrez,ht_passes_acc,ht_passes_in_row_avg,ht_penalty,ht_possession,ht_shot_blocked,ht_shot_in_target,ht_shot_miss,ht_stand_pol,ht_steal,ht_touches,ht_vinos,ht_wc_rating_avg,link,match_date,match_id,season
0,4,0.31000000000000005,6.0,1.0,2,17.0,11,73,15.0,0.0,78,8,Кальяри,14,40,0.0,46.0,373.0,0.0,85,5.0,0.0,35.8,1,1,6,1.0,8,612,21,6.05,9,0.69,16.0,0.0,3,22.0,21,72,9.0,4.0,87,11,Ювентус,14,56,0.0,35.0,726.0,1.0,91,7.0,1.0,64.2,4,10,6,3.0,11,952,8,7.48,https://ru.whoscored.com/Matches/1415867/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2019-2020-%D0%AE%D0%B2%D0%B5%D0%BD%D1%82%D1%83%D1%81-%D0%9A%D0%B0%D0%BB%D1%8C%D1%8F%D1%80%D0%B8,2020-1-6,1415867,2019/2020
0,9,0.35,7.0,0.0,8,31.0,14,74,12.0,1.0,86,7,Удинезе,13,59,0.0,56.0,433.0,2.0,82,4.0,0.0,53.5,2,4,4,3.0,11,700,20,6.94,17,0.65,11.0,2.0,7,24.0,9,69,17.0,0.0,79,12,Лечче,20,59,0.0,63.0,362.0,0.0,78,4.0,0.0,46.5,5,4,6,2.0,9,636,33,6.65,https://ru.whoscored.com/Matches/1415868/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2019-2020-%D0%9B%D0%B5%D1%87%D1%87%D0%B5-%D0%A3%D0%B4%D0%B8%D0%BD%D0%B5%D0%B7%D0%B5,2020-1-6,1415868,2019/2020
0,18,0.44,6.0,0.0,5,15.0,7,47,20.0,0.0,271,4,Сампдория,18,62,0.0,69.0,208.0,1.0,64,3.0,0.0,31.6,2,2,2,0.0,7,482,31,6.72,23,0.56,13.0,0.0,7,37.0,11,52,13.0,0.0,80,13,Милан,16,70,0.0,51.0,546.0,0.0,84,5.0,0.0,68.4,7,7,5,6.0,10,826,13,6.9,https://ru.whoscored.com/Matches/1415869/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2019-2020-%D0%9C%D0%B8%D0%BB%D0%B0%D0%BD-%D0%A1%D0%B0%D0%BC%D0%BF%D0%B4%D0%BE%D1%80%D0%B8%D1%8F,2020-1-6,1415869,2019/2020
0,10,0.5,10.0,1.0,4,11.0,5,42,23.0,3.0,75,8,Интер М,12,46,0.0,54.0,437.0,0.0,83,5.0,0.0,43.3,3,8,3,3.0,17,653,17,6.91,10,0.5,15.0,1.0,3,23.0,14,67,11.0,1.0,276,15,Наполи,13,72,0.0,42.0,590.0,0.0,88,6.0,0.0,56.7,2,7,10,3.0,11,826,9,6.52,https://ru.whoscored.com/Matches/1415870/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2019-2020-%D0%9D%D0%B0%D0%BF%D0%BE%D0%BB%D0%B8-%D0%98%D0%BD%D1%82%D0%B5%D1%80-%D0%9C,2020-1-6,1415870,2019/2020
0,22,0.49,10.0,0.0,3,10.0,7,58,23.0,2.0,72,10,Торино,12,50,0.0,71.0,261.0,1.0,74,4.0,1.0,41.2,1,6,5,1.0,11,523,35,7.18,23,0.51,18.0,0.0,14,39.0,12,63,11.0,0.0,84,23,Рома,15,68,0.0,49.0,400.0,1.0,82,4.0,0.0,58.8,5,7,19,13.0,10,662,7,6.57,https://ru.whoscored.com/Matches/1415871/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2019-2020-%D0%A0%D0%BE%D0%BC%D0%B0-%D0%A2%D0%BE%D1%80%D0%B8%D0%BD%D0%BE,2020-1-5,1415871,2019/2020
0,14,0.44,15.0,2.0,4,13.0,12,60,16.0,2.0,76,16,Верона,20,59,0.0,61.0,316.0,3.0,76,4.0,0.0,44.5,5,8,6,2.0,8,557,12,7.07,18,0.56,13.0,0.0,3,19.0,14,82,8.0,0.0,1502,17,Спал,16,57,0.0,61.0,404.0,0.0,80,5.0,0.0,55.5,5,2,12,6.0,6,651,9,6.35,https://ru.whoscored.com/Matches/1415872/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2019-2020-%D0%A1%D0%BF%D0%B0%D0%BB-%D0%92%D0%B5%D1%80%D0%BE%D0%BD%D0%B0,2020-1-5,1415872,2019/2020
0,20,0.53,5.0,0.0,6,16.0,11,65,13.0,2.0,80,11,Милан,15,75,0.0,59.0,330.0,1.0,81,4.0,0.0,42.3,4,4,5,8.0,15,604,24,7.26,18,0.47,8.0,0.0,3,30.0,5,38,14.0,0.0,78,7,Кальяри,19,63,0.0,68.0,453.0,0.0,85,5.0,0.0,57.7,2,2,5,1.0,4,715,17,6.31,https://ru.whoscored.com/Matches/1415873/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2019-2020-%D0%9A%D0%B0%D0%BB%D1%8C%D1%8F%D1%80%D0%B8-%D0%9C%D0%B8%D0%BB%D0%B0%D0%BD,2020-1-11,1415873,2019/2020
0,19,0.49,5.0,0.0,4,17.0,10,71,10.0,0.0,1502,6,Спал,13,76,0.0,70.0,464.0,0.0,83,6.0,0.0,58.8,2,1,6,4.0,6,706,13,6.44,20,0.51,12.0,0.0,3,18.0,4,57,18.0,1.0,73,15,Фиорентина,12,55,0.0,50.0,319.0,0.0,77,4.0,0.0,41.2,6,4,7,5.0,8,521,16,6.88,https://ru.whoscored.com/Matches/1415874/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2019-2020-%D0%A4%D0%B8%D0%BE%D1%80%D0%B5%D0%BD%D1%82%D0%B8%D0%BD%D0%B0-%D0%A1%D0%BF%D0%B0%D0%BB,2020-1-12,1415874,2019/2020
0,32,0.53,5.0,0.0,2,11.0,3,30,23.0,1.0,278,5,Дженоа,19,70,0.0,67.0,240.0,0.0,61,3.0,0.0,33.7,2,3,0,0.0,9,485,25,6.51,28,0.47,8.0,1.0,4,18.0,8,50,12.0,2.0,76,8,Верона,11,79,0.0,60.0,547.0,0.0,80,5.0,1.0,66.3,2,8,2,2.0,7,793,11,6.7,https://ru.whoscored.com/Matches/1415875/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2019-2020-%D0%92%D0%B5%D1%80%D0%BE%D0%BD%D0%B0-%D0%94%D0%B6%D0%B5%D0%BD%D0%BE%D0%B0,2020-1-12,1415875,2019/2020
0,14,0.61,9.0,0.0,4,27.0,6,43,13.0,1.0,300,10,Аталанта,15,56,0.0,58.0,630.0,0.0,88,6.0,1.0,63.7,4,6,7,7.0,11,873,8,6.64,9,0.39,10.0,0.0,0,8.0,12,80,22.0,1.0,75,8,Интер М,13,68,0.0,63.0,337.0,0.0,79,5.0,0.0,36.3,1,5,4,0.0,17,584,19,6.82,https://ru.whoscored.com/Matches/1415876/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2019-2020-%D0%98%D0%BD%D1%82%D0%B5%D1%80-%D0%9C-%D0%90%D1%82%D0%B0%D0%BB%D0%B0%D0%BD%D1%82%D0%B0,2020-1-11,1415876,2019/2020
0,7,0.54,11.0,0.0,6,20.0,15,88,7.0,0.0,276,10,Наполи,10,43,0.0,53.0,682.0,0.0,90,8.0,0.0,63.7,3,4,6,2.0,8,885,18,6.56,6,0.46,8.0,2.0,6,25.0,13,93,9.0,1.0,77,9,Лацио,6,29,0.0,50.0,357.0,1.0,85,5.0,0.0,36.3,4,6,2,2.0,12,571,23,6.91,https://ru.whoscored.com/Matches/1415877/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2019-2020-%D0%9B%D0%B0%D1%86%D0%B8%D0%BE-%D0%9D%D0%B0%D0%BF%D0%BE%D0%BB%D0%B8,2020-1-11,1415877,2019/2020
0,11,0.44,16.0,0.0,5,20.0,15,65,10.0,0.0,79,19,Лечче,13,54,0.0,47.0,436.0,0.0,85,5.0,0.0,50.9,5,4,10,3.0,8,683,15,6.51,14,0.56,6.0,2.0,6,27.0,11,85,19.0,2.0,24341,8,Parma Calcio 1913,21,58,0.0,79.0,384.0,0.0,86,5.0,0.0,49.1,0,6,5,3.0,9,658,22,7.12,https://ru.whoscored.com/Matches/1415878/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2019-2020-Parma-Calcio-1913-%D0%9B%D0%B5%D1%87%D1%87%D0%B5,2020-1-13,1415878,2019/2020
0,8,0.47,2.0,1.0,2,8.0,13,87,13.0,2.0,87,3,Ювентус,12,50,0.0,53.0,428.0,1.0,86,5.0,1.0,46.9,0,4,1,1.0,8,653,28,6.84,9,0.53,12.0,0.0,13,46.0,12,86,12.0,1.0,84,12,Рома,3,19,0.0,35.0,465.0,0.0,89,5.0,1.0,53.1,6,6,10,9.0,11,677,6,6.34,https://ru.whoscored.com/Matches/1415879/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2019-2020-%D0%A0%D0%BE%D0%BC%D0%B0-%D0%AE%D0%B2%D0%B5%D0%BD%D1%82%D1%83%D1%81,2020-1-12,1415879,2019/2020
0,22,0.52,6.0,0.0,2,17.0,8,62,8.0,1.0,144,6,Брешиа,11,55,0.0,49.0,354.0,1.0,78,4.0,0.0,47.7,1,4,6,5.0,7,585,28,6.04,20,0.48,24.0,1.0,4,27.0,9,90,14.0,5.0,271,21,Сампдория,16,67,0.0,61.0,368.0,1.0,78,4.0,1.0,52.3,5,10,13,2.0,7,623,17,7.39,https://ru.whoscored.com/Matches/1415880/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2019-2020-%D0%A1%D0%B0%D0%BC%D0%BF%D0%B4%D0%BE%D1%80%D0%B8%D1%8F-%D0%91%D1%80%D0%B5%D1%88%D0%B8%D0%B0,2020-1-12,1415880,2019/2020
0,23,0.37,11.0,1.0,9,27.0,15,75,14.0,0.0,71,10,Болонья,33,65,0.0,48.0,382.0,1.0,74,4.0,0.0,60.3,7,4,6,5.0,13,680,12,6.6,39,0.63,4.0,1.0,3,10.0,18,53,16.0,1.0,72,5,Торино,17,53,0.0,71.0,221.0,0.0,64,3.0,0.0,39.7,4,1,2,2.0,22,541,27,7.27,https://ru.whoscored.com/Matches/1415881/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2019-2020-%D0%A2%D0%BE%D1%80%D0%B8%D0%BD%D0%BE-%D0%91%D0%BE%D0%BB%D0%BE%D0%BD%D1%8C%D1%8F,2020-1-12,1415881,2019/2020
0,13,0.48,10.0,0.0,11,30.0,18,62,13.0,0.0,2889,13,Сассуоло,12,60,0.0,31.0,526.0,1.0,86,5.0,0.0,62.5,7,3,7,7.0,6,756,11,6.38,14,0.52,7.0,4.0,6,20.0,8,62,13.0,3.0,86,12,Удинезе,14,44,0.0,48.0,285.0,0.0,80,4.0,0.0,37.5,1,8,5,3.0,13,528,31,7.42,https://ru.whoscored.com/Matches/1415882/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2019-2020-%D0%A3%D0%B4%D0%B8%D0%BD%D0%B5%D0%B7%D0%B5-%D0%A1%D0%B0%D1%81%D1%81%D1%83%D0%BE%D0%BB%D0%BE,2020-1-12,1415882,2019/2020
0,11,0.39,11.0,0.0,4,16.0,11,69,18.0,2.0,1502,11,Спал,19,73,0.0,58.0,328.0,0.0,78,4.0,0.0,42.2,4,5,6,4.0,15,598,22,6.98,17,0.61,15.0,1.0,8,24.0,7,41,15.0,1.0,300,14,Аталанта,17,61,0.0,58.0,467.0,3.0,82,5.0,0.0,57.8,10,5,6,5.0,6,724,14,6.55,https://ru.whoscored.com/Matches/1415883/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2019-2020-%D0%90%D1%82%D0%B0%D0%BB%D0%B0%D0%BD%D1%82%D0%B0-%D0%A1%D0%BF%D0%B0%D0%BB,2020-1-20,1415883,2019/2020
0,27,0.47,12.0,1.0,8,34.0,7,50,16.0,1.0,76,18,Верона,14,61,0.0,47.0,384.0,0.0,77,4.0,0.0,57.4,7,7,5,6.0,13,633,13,6.76,31,0.53,6.0,0.0,3,12.0,9,53,20.0,1.0,71,6,Болонья,16,70,0.0,63.0,270.0,0.0,69,4.0,0.0,42.6,3,2,2,1.0,10,519,21,6.69,https://ru.whoscored.com/Matches/1415884/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2019-2020-%D0%91%D0%BE%D0%BB%D0%BE%D0%BD%D1%8C%D1%8F-%D0%92%D0%B5%D1%80%D0%BE%D0%BD%D0%B0,2020-1-19,1415884,2019/2020
0,18,0.42,22.0,0.0,7,28.0,9,50,18.0,2.0,78,22,Кальяри,13,65,0.0,54.0,410.0,2.0,84,5.0,1.0,55.3,7,9,11,4.0,9,670,26,6.8,25,0.58,7.0,0.0,2,20.0,7,54,10.0,2.0,144,6,Брешиа,18,67,0.0,47.0,334.0,1.0,78,4.0,0.0,44.7,2,5,4,4.0,1,577,24,6.69,https://ru.whoscored.com/Matches/1415885/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2019-2020-%D0%91%D1%80%D0%B5%D1%88%D0%B8%D0%B0-%D0%9A%D0%B0%D0%BB%D1%8C%D1%8F%D1%80%D0%B8,2020-1-19,1415885,2019/2020
0,26,0.63,11.0,0.0,3,15.0,9,60,14.0,3.0,84,12,Рома,14,50,1.0,72.0,426.0,0.0,82,5.0,0.0,54.1,2,6,7,4.0,17,694,22,7.08,15,0.37,5.0,0.0,7,32.0,14,78,12.0,1.0,278,6,Дженоа,13,59,0.0,63.0,336.0,3.0,74,4.0,0.0,45.9,2,4,3,4.0,11,598,20,6.31,https://ru.whoscored.com/Matches/1415886/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2019-2020-%D0%94%D0%B6%D0%B5%D0%BD%D0%BE%D0%B0-%D0%A0%D0%BE%D0%BC%D0%B0,2020-1-19,1415886,2019/2020
0,19,0.53,7.0,0.0,6,18.0,3,33,11.0,1.0,24341,7,Parma Calcio 1913,15,71,0.0,72.0,312.0,0.0,78,4.0,0.0,36.9,1,6,1,1.0,10,539,17,6.48,17,0.47,13.0,0.0,10,25.0,6,38,13.0,2.0,87,16,Ювентус,11,79,0.0,52.0,610.0,0.0,90,7.0,0.0,63.1,2,5,10,4.0,18,859,8,6.96,https://ru.whoscored.com/Matches/1415887/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2019-2020-%D0%AE%D0%B2%D0%B5%D0%BD%D1%82%D1%83%D1%81-Parma-Calcio-1913,2020-1-19,1415887,2019/2020
0,10,0.53,8.0,0.0,4,18.0,8,73,13.0,1.0,271,8,Сампдория,11,52,0.0,49.0,313.0,0.0,83,5.0,0.0,38.7,1,4,4,1.0,16,510,6,5.97,9,0.47,9.0,2.0,6,12.0,10,77,13.0,5.0,77,11,Лацио,9,53,0.0,50.0,538.0,2.0,88,7.0,2.0,61.3,4,8,4,3.0,7,723,15,7.23,https://ru.whoscored.com/Matches/1415888/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2019-2020-%D0%9B%D0%B0%D1%86%D0%B8%D0%BE-%D0%A1%D0%B0%D0%BC%D0%BF%D0%B4%D0%BE%D1%80%D0%B8%D1%8F,2020-1-18,1415888,2019/2020
0,25,0.62,19.0,0.0,14,55.0,7,58,9.0,1.0,75,18,Интер М,11,52,0.0,36.0,590.0,1.0,90,6.0,0.0,65.8,6,9,9,5.0,8,821,9,6.8,15,0.38,8.0,1.0,3,18.0,10,91,11.0,1.0,79,7,Лечче,7,50,0.0,76.0,260.0,0.0,76,4.0,0.0,34.2,3,2,7,3.0,11,522,44,6.85,https://ru.whoscored.com/Matches/1415889/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2019-2020-%D0%9B%D0%B5%D1%87%D1%87%D0%B5-%D0%98%D0%BD%D1%82%D0%B5%D1%80-%D0%9C,2020-1-19,1415889,2019/2020
0,13,0.45,8.0,2.0,3,20.0,15,50,8.0,2.0,86,9,Удинезе,21,60,0.0,55.0,340.0,0.0,81,4.0,0.0,48.3,1,6,5,2.0,6,591,22,6.73,16,0.55,17.0,1.0,9,32.0,14,61,17.0,3.0,80,17,Милан,22,59,0.0,51.0,360.0,1.0,85,5.0,0.0,51.7,7,7,10,6.0,12,616,16,7.11,https://ru.whoscored.com/Matches/1415890/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2019-2020-%D0%9C%D0%B8%D0%BB%D0%B0%D0%BD-%D0%A3%D0%B4%D0%B8%D0%BD%D0%B5%D0%B7%D0%B5,2020-1-19,1415890,2019/2020
0,16,0.6699999999999999,7.0,0.0,5,22.0,9,75,10.0,2.0,73,9,Фиорентина,17,63,0.0,81.0,243.0,2.0,71,3.0,0.0,33.1,1,6,4,4.0,5,488,22,7.12,8,0.33,11.0,0.0,4,29.0,10,53,7.0,0.0,276,10,Наполи,10,53,0.0,34.0,634.0,4.0,87,6.0,0.0,66.9,3,3,6,1.0,5,851,17,6.32,https://ru.whoscored.com/Matches/1415891/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2019-2020-%D0%9D%D0%B0%D0%BF%D0%BE%D0%BB%D0%B8-%D0%A4%D0%B8%D0%BE%D1%80%D0%B5%D0%BD%D1%82%D0%B8%D0%BD%D0%B0,2020-1-18,1415891,2019/2020
0,12,0.6,9.0,0.0,6,23.0,10,59,13.0,1.0,72,11,Торино,23,59,1.0,36.0,320.0,0.0,79,4.0,0.0,44.7,3,2,6,2.0,11,565,27,6.58,8,0.4,8.0,1.0,13,35.0,16,64,13.0,2.0,2889,8,Сассуоло,14,58,0.0,45.0,389.0,0.0,83,4.0,0.0,55.3,4,5,2,2.0,10,658,14,6.78,https://ru.whoscored.com/Matches/1415892/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2019-2020-%D0%A1%D0%B0%D1%81%D1%81%D1%83%D0%BE%D0%BB%D0%BE-%D0%A2%D0%BE%D1%80%D0%B8%D0%BD%D0%BE,2020-1-18,1415892,2019/2020
0,20,0.5900000000000001,15.0,1.0,3,,10,56,15.0,1.0,80,14,Милан,20,69,0.0,,,,83,,0.0,48.1,7,4,7,2.0,10,631,19,7.19,14,0.41,14.0,0.0,7,,9,60,12.0,0.0,144,14,Брешиа,16,62,0.0,,,,81,,0.0,51.9,5,7,6,4.0,6,655,27,6.53,https://ru.whoscored.com/Matches/1415893/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2019-2020-%D0%91%D1%80%D0%B5%D1%88%D0%B8%D0%B0-%D0%9C%D0%B8%D0%BB%D0%B0%D0%BD,2020-1-24,1415893,2019/2020
0,10,0.33,4.0,1.0,6,21.0,4,57,21.0,0.0,278,6,Дженоа,10,50,0.0,53.0,384.0,2.0,83,5.0,1.0,54.1,1,6,3,4.0,14,613,26,6.68,20,0.67,12.0,1.0,7,33.0,10,83,18.0,0.0,73,16,Фиорентина,11,73,0.0,54.0,303.0,1.0,81,4.0,0.0,45.9,6,2,12,7.0,2,548,17,6.88,https://ru.whoscored.com/Matches/1415894/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2019-2020-%D0%A4%D0%B8%D0%BE%D1%80%D0%B5%D0%BD%D1%82%D0%B8%D0%BD%D0%B0-%D0%94%D0%B6%D0%B5%D0%BD%D0%BE%D0%B0,2020-1-25,1415894,2019/2020
0,12,0.41,10.0,0.0,6,30.0,15,75,10.0,1.0,78,9,Кальяри,13,68,0.0,65.0,504.0,1.0,84,5.0,0.0,59.8,4,2,7,3.0,6,760,9,6.64,17,0.59,14.0,1.0,4,16.0,6,50,10.0,1.0,75,14,Интер М,13,46,0.0,55.0,336.0,1.0,84,4.0,0.0,40.2,4,5,9,3.0,13,583,25,6.59,https://ru.whoscored.com/Matches/1415895/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2019-2020-%D0%98%D0%BD%D1%82%D0%B5%D1%80-%D0%9C-%D0%9A%D0%B0%D0%BB%D1%8C%D1%8F%D1%80%D0%B8,2020-1-26,1415895,2019/2020
0,7,0.47,4.0,1.0,2,20.0,9,60,14.0,1.0,87,8,Ювентус,8,67,0.0,26.0,475.0,1.0,88,6.0,0.0,48.8,1,4,3,3.0,13,662,10,6.44,8,0.53,13.0,0.0,3,12.0,4,40,14.0,2.0,276,14,Наполи,10,53,0.0,53.0,479.0,1.0,85,6.0,0.0,51.2,2,4,9,2.0,9,675,12,6.71,https://ru.whoscored.com/Matches/1415896/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2019-2020-%D0%9D%D0%B0%D0%BF%D0%BE%D0%BB%D0%B8-%D0%AE%D0%B2%D0%B5%D0%BD%D1%82%D1%83%D1%81,2020-1-26,1415896,2019/2020
0,13,0.38,11.0,0.0,11,40.0,13,72,9.0,0.0,86,13,Удинезе,21,72,0.0,42.0,345.0,0.0,82,4.0,0.0,49.7,3,4,12,8.0,6,611,12,6.33,21,0.62,8.0,0.0,5,16.0,8,42,12.0,2.0,24341,8,Parma Calcio 1913,13,50,0.0,71.0,342.0,2.0,82,5.0,0.0,50.3,3,3,5,3.0,12,620,39,7.16,https://ru.whoscored.com/Matches/1415897/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2019-2020-Parma-Calcio-1913-%D0%A3%D0%B4%D0%B8%D0%BD%D0%B5%D0%B7%D0%B5,2020-1-26,1415897,2019/2020
0,7,0.35,4.0,0.0,1,6.0,6,55,12.0,1.0,77,4,Лацио,13,36,0.0,60.0,251.0,3.0,75,4.0,0.0,33.5,3,2,1,2.0,10,469,22,6.37,13,0.65,13.0,2.0,7,29.0,23,74,11.0,1.0,84,19,Рома,12,67,0.0,42.0,556.0,2.0,90,7.0,0.0,66.5,9,3,10,7.0,12,803,12,6.83,https://ru.whoscored.com/Matches/1415898/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2019-2020-%D0%A0%D0%BE%D0%BC%D0%B0-%D0%9B%D0%B0%D1%86%D0%B8%D0%BE,2020-1-26,1415898,2019/2020
0,11,0.46,6.0,1.0,3,13.0,18,51,9.0,0.0,2889,5,Сассуоло,13,62,0.0,56.0,441.0,0.0,84,5.0,0.0,50.0,1,1,6,1.0,8,730,43,6.85,13,0.54,21.0,0.0,6,35.0,8,73,16.0,0.0,271,20,Сампдория,28,61,0.0,42.0,434.0,0.0,82,4.0,0.0,50.0,11,3,11,4.0,5,676,10,6.78,https://ru.whoscored.com/Matches/1415899/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2019-2020-%D0%A1%D0%B0%D0%BC%D0%BF%D0%B4%D0%BE%D1%80%D0%B8%D1%8F-%D0%A1%D0%B0%D1%81%D1%81%D1%83%D0%BE%D0%BB%D0%BE,2020-1-26,1415899,2019/2020
0,14,0.56,13.0,0.0,9,23.0,8,53,16.0,3.0,71,10,Болонья,16,55,1.0,42.0,290.0,0.0,75,3.0,0.0,45.1,6,5,7,5.0,12,549,25,6.94,11,0.44,16.0,0.0,5,21.0,13,76,16.0,1.0,1502,14,Спал,15,65,0.0,51.0,359.0,0.0,82,4.0,1.0,54.9,11,5,4,3.0,6,626,16,6.36,https://ru.whoscored.com/Matches/1415900/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2019-2020-%D0%A1%D0%BF%D0%B0%D0%BB-%D0%91%D0%BE%D0%BB%D0%BE%D0%BD%D1%8C%D1%8F,2020-1-25,1415900,2019/2020
