,at_air_won,at_air_won_perc,at_att_combination,at_contr_att,at_corner,at_cross,at_drible,at_drible_suc,at_fouls,at_goals,at_id,at_key_passes,at_name,at_otbor,at_otbor_perc,at_own_goal,at_pass_long,at_pass_short,at_pass_vrazrez,at_passes_acc,at_passes_in_row_avg,at_penalty,at_possession,at_shot_blocked,at_shot_in_target,at_shot_miss,at_stand_pol,at_steal,at_touches,at_vinos,at_wc_rating_avg,ht_air_won,ht_air_won_perc,ht_att_combination,ht_contr_att,ht_corner,ht_cross,ht_drible,ht_drible_suc,ht_fouls,ht_goals,ht_id,ht_key_passes,ht_name,ht_otbor,ht_otbor_perc,ht_own_goal,ht_pass_long,ht_pass_short,ht_pass_vrazrez,ht_passes_acc,ht_passes_in_row_avg,ht_penalty,ht_possession,ht_shot_blocked,ht_shot_in_target,ht_shot_miss,ht_stand_pol,ht_steal,ht_touches,ht_vinos,ht_wc_rating_avg,link,match_date,match_id,season
0,14,0.41,5.0,0.0,7,23.0,6,60,15.0,1.0,267,6,Кьево,15,63,0.0,63.0,374.0,2.0,81,4.0,1.0,48.5,1,3,6,4.0,11,624,28,6.33,20,0.59,14.0,1.0,11,24.0,9,69,17.0,3.0,80,18,Милан,10,63,0.0,55.0,407.0,1.0,83,5.0,2.0,51.5,4,6,12,5.0,7,649,13,6.89,https://ru.whoscored.com/Matches/1115299/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2016-2017-%D0%9C%D0%B8%D0%BB%D0%B0%D0%BD-%D0%9A%D1%8C%D0%B5%D0%B2%D0%BE,2017-3-4,1115299,2016/2017
0,10,0.56,8.0,0.0,5,18.0,9,50,15.0,0.0,73,4,Фиорентина,22,67,0.0,56.0,420.0,3.0,78,4.0,0.0,52.7,3,2,4,1.0,15,699,26,6.83,8,0.44,13.0,0.0,9,35.0,11,65,18.0,0.0,300,14,Аталанта,23,72,0.0,62.0,350.0,1.0,77,3.0,0.0,47.3,4,4,8,3.0,27,646,15,6.9,https://ru.whoscored.com/Matches/1115300/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2016-2017-%D0%90%D1%82%D0%B0%D0%BB%D0%B0%D0%BD%D1%82%D0%B0-%D0%A4%D0%B8%D0%BE%D1%80%D0%B5%D0%BD%D1%82%D0%B8%D0%BD%D0%B0,2017-3-5,1115300,2016/2017
0,13,0.5,4.0,3.0,1,12.0,4,36,23.0,2.0,278,5,Дженоа,13,62,0.0,82.0,249.0,0.0,73,3.0,0.0,34.7,1,4,3,1.0,13,489,40,7.11,13,0.5,6.0,0.0,3,27.0,8,57,7.0,0.0,272,7,Эмполи,10,71,0.0,77.0,536.0,1.0,84,5.0,0.0,65.3,3,2,3,2.0,10,802,20,6.34,https://ru.whoscored.com/Matches/1115301/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2016-2017-%D0%AD%D0%BC%D0%BF%D0%BE%D0%BB%D0%B8-%D0%94%D0%B6%D0%B5%D0%BD%D0%BE%D0%B0,2017-3-5,1115301,2016/2017
0,7,0.44,15.0,0.0,10,27.0,14,82,13.0,5.0,75,17,Интер М,17,77,0.0,42.0,460.0,3.0,85,5.0,1.0,60.7,6,10,8,8.0,15,698,14,7.5,9,0.56,5.0,0.0,6,20.0,5,71,10.0,1.0,78,6,Кальяри,16,53,0.0,75.0,250.0,3.0,73,3.0,0.0,39.3,1,4,3,3.0,11,504,29,6.14,https://ru.whoscored.com/Matches/1115302/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2016-2017-%D0%9A%D0%B0%D0%BB%D1%8C%D1%8F%D1%80%D0%B8-%D0%98%D0%BD%D1%82%D0%B5%D1%80-%D0%9C,2017-3-5,1115302,2016/2017
0,13,0.52,7.0,0.0,7,33.0,5,63,20.0,1.0,87,7,Ювентус,19,70,0.0,71.0,452.0,0.0,85,5.0,0.0,65.0,4,3,2,2.0,9,727,33,6.67,12,0.48,6.0,1.0,3,17.0,8,89,17.0,1.0,86,6,Удинезе,5,50,0.0,70.0,214.0,0.0,71,3.0,0.0,35.0,2,5,3,3.0,19,485,33,6.67,https://ru.whoscored.com/Matches/1115303/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2016-2017-%D0%A3%D0%B4%D0%B8%D0%BD%D0%B5%D0%B7%D0%B5-%D0%AE%D0%B2%D0%B5%D0%BD%D1%82%D1%83%D1%81,2017-3-5,1115303,2016/2017
0,24,0.5,9.0,0.0,9,27.0,7,88,11.0,0.0,2889,9,Сассуоло,26,65,0.0,77.0,328.0,0.0,66,3.0,0.0,54.5,1,1,7,0.0,14,628,40,6.91,24,0.5,9.0,0.0,8,35.0,14,93,15.0,0.0,779,9,Кротоне,9,56,0.0,75.0,253.0,0.0,61,3.0,0.0,45.5,6,1,9,7.0,13,576,31,6.81,https://ru.whoscored.com/Matches/1115308/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2016-2017-%D0%9A%D1%80%D0%BE%D1%82%D0%BE%D0%BD%D0%B5-%D0%A1%D0%B0%D1%81%D1%81%D1%83%D0%BE%D0%BB%D0%BE,2017-3-5,1115308,2016/2017
0,14,0.56,5.0,1.0,1,4.0,5,45,12.0,1.0,1285,6,Палермо,15,71,0.0,62.0,249.0,0.0,73,3.0,0.0,34.7,1,3,3,1.0,17,499,41,6.29,11,0.44,16.0,0.0,10,38.0,6,46,14.0,3.0,72,16,Торино,14,74,0.0,56.0,498.0,1.0,85,5.0,0.0,65.3,7,6,11,8.0,4,738,8,6.95,https://ru.whoscored.com/Matches/1115306/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2016-2017-%D0%A2%D0%BE%D1%80%D0%B8%D0%BD%D0%BE-%D0%9F%D0%B0%D0%BB%D0%B5%D1%80%D0%BC%D0%BE,2017-3-5,1115306,2016/2017
0,21,0.72,11.0,0.0,6,21.0,11,65,19.0,2.0,77,13,Лацио,20,61,0.0,65.0,477.0,3.0,82,4.0,0.0,53.9,4,6,3,2.0,12,743,16,7.19,8,0.28,4.0,0.0,1,14.0,13,65,9.0,0.0,71,4,Болонья,25,69,0.0,57.0,411.0,2.0,80,4.0,0.0,46.1,1,3,5,5.0,12,674,16,6.44,https://ru.whoscored.com/Matches/1115304/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2016-2017-%D0%91%D0%BE%D0%BB%D0%BE%D0%BD%D1%8C%D1%8F-%D0%9B%D0%B0%D1%86%D0%B8%D0%BE,2017-3-5,1115304,2016/2017
0,10,0.53,5.0,0.0,10,21.0,8,57,10.0,2.0,300,6,Аталанта,16,62,0.0,83.0,264.0,0.0,71,3.0,0.0,34.3,2,5,1,3.0,24,556,34,7.11,9,0.47,16.0,0.0,7,33.0,10,59,8.0,0.0,276,17,Наполи,14,64,0.0,68.0,598.0,0.0,85,5.0,0.0,65.7,1,8,11,4.0,15,860,15,6.55,https://ru.whoscored.com/Matches/1115269/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2016-2017-%D0%9D%D0%B0%D0%BF%D0%BE%D0%BB%D0%B8-%D0%90%D1%82%D0%B0%D0%BB%D0%B0%D0%BD%D1%82%D0%B0,2017-2-25,1115269,2016/2017
0,7,0.25,5.0,0.0,1,10.0,6,50,11.0,0.0,272,5,Эмполи,20,54,0.0,57.0,455.0,3.0,82,5.0,0.0,46.2,2,1,3,1.0,12,681,19,6.29,21,0.75,21.0,0.0,3,27.0,17,81,12.0,2.0,87,17,Ювентус,14,70,1.0,74.0,508.0,2.0,88,6.0,0.0,53.8,6,6,12,3.0,11,779,16,7.29,https://ru.whoscored.com/Matches/1115275/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2016-2017-%D0%AE%D0%B2%D0%B5%D0%BD%D1%82%D1%83%D1%81-%D0%AD%D0%BC%D0%BF%D0%BE%D0%BB%D0%B8,2017-2-25,1115275,2016/2017
0,24,0.62,7.0,0.0,6,21.0,7,54,16.0,1.0,271,8,Сампдория,13,52,0.0,66.0,478.0,0.0,81,5.0,0.0,57.5,3,3,5,4.0,9,764,48,6.79,15,0.38,12.0,0.0,7,34.0,12,75,11.0,1.0,1285,11,Палермо,20,74,0.0,70.0,318.0,0.0,74,3.0,1.0,42.5,5,6,6,4.0,19,611,29,6.84,https://ru.whoscored.com/Matches/1115283/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2016-2017-%D0%9F%D0%B0%D0%BB%D0%B5%D1%80%D0%BC%D0%BE-%D0%A1%D0%B0%D0%BC%D0%BF%D0%B4%D0%BE%D1%80%D0%B8%D1%8F,2017-2-26,1115283,2016/2017
0,15,0.54,10.0,0.0,6,22.0,14,88,17.0,0.0,86,11,Удинезе,16,64,0.0,75.0,285.0,0.0,77,4.0,0.0,42.1,6,3,4,3.0,15,592,40,6.61,13,0.46,4.0,0.0,5,25.0,9,45,13.0,1.0,77,7,Лацио,28,67,0.0,71.0,433.0,1.0,83,5.0,1.0,57.9,3,2,3,3.0,14,709,20,7.0,https://ru.whoscored.com/Matches/1115287/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2016-2017-%D0%9B%D0%B0%D1%86%D0%B8%D0%BE-%D0%A3%D0%B4%D0%B8%D0%BD%D0%B5%D0%B7%D0%B5,2017-2-26,1115287,2016/2017
0,13,0.62,4.0,2.0,8,17.0,14,82,17.0,1.0,80,12,Милан,20,61,0.0,69.0,318.0,0.0,79,4.0,1.0,48.8,3,6,4,6.0,13,607,36,7.12,8,0.38,10.0,0.0,14,34.0,13,72,22.0,0.0,2889,11,Сассуоло,11,44,0.0,53.0,337.0,0.0,77,4.0,1.0,51.2,4,4,4,1.0,14,592,14,6.42,https://ru.whoscored.com/Matches/1115277/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2016-2017-%D0%A1%D0%B0%D1%81%D1%81%D1%83%D0%BE%D0%BB%D0%BE-%D0%9C%D0%B8%D0%BB%D0%B0%D0%BD,2017-2-26,1115277,2016/2017
0,17,0.39,10.0,0.0,6,26.0,10,91,16.0,0.0,277,8,Пескара,11,52,0.0,61.0,388.0,0.0,76,4.0,0.0,47.2,4,3,6,3.0,11,631,22,6.33,27,0.61,16.0,0.0,6,25.0,10,91,12.0,2.0,267,13,Кьево,11,52,0.0,70.0,435.0,1.0,81,5.0,0.0,52.8,5,8,7,4.0,19,707,32,7.36,https://ru.whoscored.com/Matches/1115279/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2016-2017-%D0%9A%D1%8C%D0%B5%D0%B2%D0%BE-%D0%9F%D0%B5%D1%81%D0%BA%D0%B0%D1%80%D0%B0,2017-2-26,1115279,2016/2017
0,29,0.63,11.0,0.0,2,11.0,5,45,6.0,1.0,71,7,Болонья,20,63,0.0,76.0,571.0,1.0,88,7.0,0.0,63.9,4,4,4,1.0,12,831,30,6.91,17,0.37,18.0,0.0,6,40.0,12,57,15.0,1.0,278,15,Дженоа,17,77,0.0,44.0,291.0,0.0,82,4.0,0.0,36.1,3,6,11,2.0,13,552,22,6.79,https://ru.whoscored.com/Matches/1115271/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2016-2017-%D0%94%D0%B6%D0%B5%D0%BD%D0%BE%D0%B0-%D0%91%D0%BE%D0%BB%D0%BE%D0%BD%D1%8C%D1%8F,2017-2-26,1115271,2016/2017
0,25,0.54,7.0,0.0,1,4.0,7,88,10.0,2.0,78,3,Кальяри,17,85,0.0,88.0,328.0,0.0,62,3.0,0.0,45.0,3,2,3,1.0,13,610,36,6.82,21,0.46,17.0,0.0,6,42.0,3,38,14.0,1.0,779,13,Кротоне,10,59,0.0,89.0,383.0,0.0,73,4.0,0.0,55.0,6,1,11,1.0,12,694,22,6.32,https://ru.whoscored.com/Matches/1115273/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2016-2017-%D0%9A%D1%80%D0%BE%D1%82%D0%BE%D0%BD%D0%B5-%D0%9A%D0%B0%D0%BB%D1%8C%D1%8F%D1%80%D0%B8,2017-2-26,1115273,2016/2017
0,16,0.52,7.0,1.0,2,10.0,10,83,22.0,3.0,84,8,Рома,20,65,0.0,75.0,369.0,0.0,72,3.0,1.0,49.0,2,5,5,3.0,3,640,44,7.02,15,0.48,11.0,0.0,10,34.0,11,61,12.0,1.0,75,13,Интер М,15,60,0.0,61.0,376.0,0.0,76,4.0,0.0,51.0,3,4,7,3.0,22,675,24,6.5,https://ru.whoscored.com/Matches/1115281/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2016-2017-%D0%98%D0%BD%D1%82%D0%B5%D1%80-%D0%9C-%D0%A0%D0%BE%D0%BC%D0%B0,2017-2-26,1115281,2016/2017
0,14,0.7,5.0,0.0,8,21.0,13,65,14.0,1.0,80,7,Милан,21,64,0.0,60.0,491.0,0.0,84,5.0,0.0,58.2,2,4,3,4.0,9,758,27,6.84,6,0.3,17.0,0.0,5,26.0,12,67,14.0,1.0,77,20,Лацио,22,63,0.0,59.0,327.0,2.0,81,4.0,1.0,41.8,4,10,9,5.0,17,617,22,6.86,https://ru.whoscored.com/Matches/1115245/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2016-2017-%D0%9B%D0%B0%D1%86%D0%B8%D0%BE-%D0%9C%D0%B8%D0%BB%D0%B0%D0%BD,2017-2-13,1115245,2016/2017
0,16,0.53,4.0,0.0,3,10.0,4,36,12.0,1.0,1285,6,Палермо,16,64,0.0,66.0,364.0,0.0,81,5.0,0.0,42.6,1,3,4,4.0,14,611,28,6.24,14,0.47,10.0,0.0,8,18.0,9,60,12.0,4.0,87,8,Ювентус,21,84,0.0,69.0,510.0,1.0,88,6.0,0.0,57.4,3,7,4,4.0,8,770,24,7.15,https://ru.whoscored.com/Matches/1115265/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2016-2017-%D0%AE%D0%B2%D0%B5%D0%BD%D1%82%D1%83%D1%81-%D0%9F%D0%B0%D0%BB%D0%B5%D1%80%D0%BC%D0%BE,2017-2-17,1115265,2016/2017
0,11,0.30000000000000004,3.0,0.0,3,8.0,7,54,18.0,0.0,779,4,Кротоне,30,61,0.0,68.0,318.0,0.0,68,3.0,0.0,43.8,2,2,1,2.0,17,560,10,6.37,26,0.7,11.0,0.0,4,12.0,19,59,15.0,1.0,300,9,Аталанта,17,71,0.0,74.0,416.0,0.0,80,5.0,0.0,56.2,2,3,9,3.0,15,720,26,7.29,https://ru.whoscored.com/Matches/1115259/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2016-2017-%D0%90%D1%82%D0%B0%D0%BB%D0%B0%D0%BD%D1%82%D0%B0-%D0%9A%D1%80%D0%BE%D1%82%D0%BE%D0%BD%D0%B5,2017-2-18,1115259,2016/2017
0,22,0.69,17.0,0.0,9,31.0,14,64,7.0,2.0,77,15,Лацио,23,64,0.0,75.0,465.0,2.0,79,4.0,0.0,54.4,4,8,9,4.0,14,776,21,7.04,10,0.31,6.0,0.0,1,10.0,13,68,14.0,1.0,272,5,Эмполи,17,55,0.0,55.0,416.0,1.0,78,4.0,0.0,45.6,3,2,1,0.0,15,704,33,6.61,https://ru.whoscored.com/Matches/1115264/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2016-2017-%D0%AD%D0%BC%D0%BF%D0%BE%D0%BB%D0%B8-%D0%9B%D0%B0%D1%86%D0%B8%D0%BE,2017-2-18,1115264,2016/2017
0,15,0.44,13.0,0.0,7,30.0,10,63,18.0,1.0,75,12,Интер М,19,73,0.0,69.0,359.0,0.0,77,4.0,0.0,54.4,6,5,4,2.0,14,655,17,6.95,19,0.56,6.0,0.0,1,14.0,7,70,18.0,0.0,71,4,Болонья,21,68,0.0,74.0,296.0,1.0,72,4.0,0.0,45.6,1,1,6,2.0,22,589,26,6.64,https://ru.whoscored.com/Matches/1115263/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2016-2017-%D0%91%D0%BE%D0%BB%D0%BE%D0%BD%D1%8C%D1%8F-%D0%98%D0%BD%D1%82%D0%B5%D1%80-%D0%9C,2017-2-19,1115263,2016/2017
0,9,0.47,10.0,0.0,9,40.0,6,60,15.0,0.0,278,10,Дженоа,10,59,0.0,38.0,471.0,0.0,84,5.0,0.0,57.4,5,2,6,3.0,8,672,8,5.84,10,0.53,6.0,0.0,5,12.0,7,78,14.0,5.0,277,7,Пескара,16,73,1.0,74.0,322.0,4.0,78,4.0,0.0,42.6,0,6,2,2.0,15,572,31,7.59,https://ru.whoscored.com/Matches/1115261/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2016-2017-%D0%9F%D0%B5%D1%81%D0%BA%D0%B0%D1%80%D0%B0-%D0%94%D0%B6%D0%B5%D0%BD%D0%BE%D0%B0,2017-2-19,1115261,2016/2017
0,16,0.38,8.0,0.0,4,17.0,4,57,23.0,1.0,78,9,Кальяри,18,58,0.0,92.0,202.0,4.0,69,3.0,0.0,39.0,3,4,3,2.0,18,481,24,6.64,26,0.62,9.0,0.0,4,21.0,13,81,21.0,1.0,271,10,Сампдория,13,76,0.0,48.0,415.0,2.0,81,4.0,0.0,61.0,4,2,8,5.0,13,667,30,6.87,https://ru.whoscored.com/Matches/1115262/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2016-2017-%D0%A1%D0%B0%D0%BC%D0%BF%D0%B4%D0%BE%D1%80%D0%B8%D1%8F-%D0%9A%D0%B0%D0%BB%D1%8C%D1%8F%D1%80%D0%B8,2017-2-19,1115262,2016/2017
0,19,0.5,10.0,0.0,8,23.0,11,58,10.0,2.0,2889,8,Сассуоло,13,65,0.0,54.0,408.0,1.0,77,4.0,0.0,54.6,2,6,5,3.0,10,650,29,6.8,19,0.5,7.0,0.0,7,28.0,7,50,8.0,1.0,86,9,Удинезе,17,61,0.0,71.0,304.0,0.0,74,4.0,0.0,45.4,1,5,4,3.0,11,579,33,6.62,https://ru.whoscored.com/Matches/1115266/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2016-2017-%D0%A3%D0%B4%D0%B8%D0%BD%D0%B5%D0%B7%D0%B5-%D0%A1%D0%B0%D1%81%D1%81%D1%83%D0%BE%D0%BB%D0%BE,2017-2-19,1115266,2016/2017
0,11,0.44,16.0,0.0,5,19.0,5,33,13.0,3.0,276,15,Наполи,20,74,0.0,63.0,696.0,3.0,89,6.0,0.0,63.9,5,6,6,1.0,10,952,27,7.06,14,0.56,11.0,0.0,6,20.0,7,50,11.0,1.0,267,7,Кьево,18,78,0.0,70.0,352.0,2.0,76,4.0,0.0,36.1,6,3,4,2.0,17,623,21,6.45,https://ru.whoscored.com/Matches/1115268/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2016-2017-%D0%9A%D1%8C%D0%B5%D0%B2%D0%BE-%D0%9D%D0%B0%D0%BF%D0%BE%D0%BB%D0%B8,2017-2-19,1115268,2016/2017
0,9,0.4300000000000001,10.0,0.0,6,22.0,9,53,9.0,1.0,72,8,Торино,18,64,0.0,41.0,467.0,1.0,85,5.0,0.0,52.5,3,4,5,2.0,17,705,22,6.3,12,0.57,16.0,0.0,5,21.0,10,77,14.0,4.0,84,15,Рома,16,64,0.0,65.0,392.0,2.0,83,4.0,0.0,47.5,2,7,11,4.0,18,662,26,7.32,https://ru.whoscored.com/Matches/1115267/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2016-2017-%D0%A0%D0%BE%D0%BC%D0%B0-%D0%A2%D0%BE%D1%80%D0%B8%D0%BD%D0%BE,2017-2-19,1115267,2016/2017
0,12,0.48,14.0,0.0,7,32.0,9,69,13.0,1.0,73,14,Фиорентина,21,72,0.0,49.0,543.0,3.0,88,5.0,0.0,61.6,6,7,5,4.0,13,792,23,6.67,13,0.52,5.0,0.0,3,14.0,8,53,11.0,2.0,80,5,Милан,19,68,0.0,75.0,301.0,2.0,79,4.0,0.0,38.4,2,4,0,1.0,14,572,27,6.88,https://ru.whoscored.com/Matches/1115260/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2016-2017-%D0%9C%D0%B8%D0%BB%D0%B0%D0%BD-%D0%A4%D0%B8%D0%BE%D1%80%D0%B5%D0%BD%D1%82%D0%B8%D0%BD%D0%B0,2017-2-19,1115260,2016/2017
0,12,0.5,10.0,0.0,3,11.0,9,64,15.0,0.0,73,11,Фиорентина,15,54,0.0,48.0,388.0,3.0,79,4.0,0.0,50.2,6,2,5,3.0,15,612,24,6.02,12,0.5,13.0,1.0,6,32.0,13,72,10.0,4.0,84,18,Рома,16,64,0.0,75.0,333.0,5.0,80,4.0,0.0,49.8,6,8,9,9.0,14,620,15,7.56,https://ru.whoscored.com/Matches/1115221/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2016-2017-%D0%A0%D0%BE%D0%BC%D0%B0-%D0%A4%D0%B8%D0%BE%D1%80%D0%B5%D0%BD%D1%82%D0%B8%D0%BD%D0%B0,2017-2-7,1115221,2016/2017
0,22,0.85,17.0,0.0,1,20.0,9,53,11.0,2.0,87,14,Ювентус,16,76,0.0,100.0,756.0,3.0,89,8.0,0.0,79.9,2,11,4,0.0,8,1025,13,7.3,4,0.15,5.0,0.0,0,4.0,5,36,13.0,0.0,779,6,Кротоне,21,70,0.0,67.0,150.0,0.0,60,2.0,0.0,20.1,1,2,3,1.0,16,392,24,6.39,https://ru.whoscored.com/Matches/1115492/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2016-2017-%D0%9A%D1%80%D0%BE%D1%82%D0%BE%D0%BD%D0%B5-%D0%AE%D0%B2%D0%B5%D0%BD%D1%82%D1%83%D1%81,2017-2-8,1115492,2016/2017
0,16,0.7,5.0,0.0,9,17.0,12,67,14.0,1.0,80,3,Милан,18,62,0.0,60.0,312.0,2.0,78,4.0,0.0,45.0,0,4,1,0.0,13,544,19,6.77,7,0.3,15.0,2.0,7,23.0,11,58,13.0,0.0,71,15,Болонья,17,59,0.0,54.0,401.0,1.0,84,5.0,0.0,55.0,6,5,9,3.0,9,636,25,6.66,https://ru.whoscored.com/Matches/1115490/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2016-2017-%D0%91%D0%BE%D0%BB%D0%BE%D0%BD%D1%8C%D1%8F-%D0%9C%D0%B8%D0%BB%D0%B0%D0%BD,2017-2-8,1115490,2016/2017
0,9,0.31000000000000005,4.0,0.0,4,17.0,9,82,11.0,0.0,278,6,Дженоа,18,47,0.0,71.0,358.0,0.0,78,4.0,0.0,42.2,1,2,3,2.0,19,635,29,6.5,20,0.69,14.0,1.0,12,20.0,20,71,7.0,2.0,276,15,Наполи,20,69,0.0,31.0,558.0,2.0,83,5.0,0.0,57.8,4,8,8,5.0,15,804,16,7.37,https://ru.whoscored.com/Matches/1115243/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2016-2017-%D0%9D%D0%B0%D0%BF%D0%BE%D0%BB%D0%B8-%D0%94%D0%B6%D0%B5%D0%BD%D0%BE%D0%B0,2017-2-10,1115243,2016/2017
0,10,0.6699999999999999,8.0,0.0,3,15.0,13,68,15.0,0.0,86,6,Удинезе,17,61,0.0,68.0,312.0,0.0,84,5.0,0.0,40.3,1,4,4,1.0,9,538,12,6.23,5,0.33,11.0,1.0,4,15.0,11,61,13.0,3.0,73,12,Фиорентина,19,59,0.0,51.0,520.0,1.0,90,6.0,1.0,59.7,6,6,4,3.0,8,740,13,7.12,https://ru.whoscored.com/Matches/1115248/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2016-2017-%D0%A4%D0%B8%D0%BE%D1%80%D0%B5%D0%BD%D1%82%D0%B8%D0%BD%D0%B0-%D0%A3%D0%B4%D0%B8%D0%BD%D0%B5%D0%B7%D0%B5,2017-2-11,1115248,2016/2017
0,23,0.74,11.0,0.0,5,16.0,8,44,14.0,2.0,84,13,Рома,27,73,0.0,72.0,489.0,0.0,82,5.0,1.0,65.0,7,3,5,3.0,16,781,34,7.37,8,0.26,13.0,0.0,2,15.0,10,77,15.0,0.0,779,10,Кротоне,25,76,0.0,67.0,232.0,0.0,68,3.0,0.0,35.0,4,4,6,1.0,11,512,30,6.35,https://ru.whoscored.com/Matches/1115247/MatchReport/%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D1%8F-1-2016-2017-%D0%9A%D1%80%D0%BE%D1%82%D0%BE%D0%BD%D0%B5-%D0%A0%D0%BE%D0%BC%D0%B0,2017-2-12,1115247,2016/2017
